# number of     number of    -1 for 
# observations  parameters  left truncated
1.2762  1    -0.0571181 -0.0446499 1.08497 -0.920648 1.56488
3.07585  1    -0.877322 2.25566 0.0999583 0.212666 0.125988
3.0137  1    -0.223816 1.61495 -2.64383 0.912963 0.860394
0.512452  1    -0.646609 -0.0763419 1.71757 1.07733 0.537591
0.471916  1    -0.394864 0.17188 -0.732462 0.00557293 1.76804
3.21817  1    -0.343872 1.02912 1.47193 0.514648 2.17741
4.64561  1    0.528332 0.406463 -0.0202322 2.60708 1.73561
1.58091  1    -1.77341 -0.28912 -1.27415 0.0631814 0.240334
0.499664  1    -1.84988 -1.53278 -0.29326 1.0506 0.206784
2.01016  1    -0.398309 0.633839 1.07454 1.20682 0.964453
4.20918  1    -0.969357 0.0346753 -1.73145 0.289186 1.46789
4.9358  1    -0.762011 0.731202 0.0837191 -0.836624 1.84462
1.39421  1    0.7726 0.270728 1.55909 1.99024 1.45873
1.4762  1    -0.342167 -0.468934 -0.0240858 1.70416 0.791208
3.0059  1    -0.485324 1.24404 -0.0180648 1.62444 0.710932
1.59022  1    -0.902427 0.654245 2.29747 -1.11014 1.11752
1.25519  1    -0.652257 0.560329 -0.304655 -0.0399502 1.47498
0.0343896  1    -1.80103 0.17476 -1.00773 -0.316256 0.361713
1.99577  1    -1.16255 1.69048 0.0277942 0.646893 0.939125
0.498575  1    -1.5622 0.669672 -0.0641458 -0.476455 1.68067
0.221506  1    0.367422 2.29076 -0.851857 -0.205608 0.40028
4.77309  1    -0.0299037 1.28697 1.97908 0.710855 1.17571
0.727882  1    -0.664368 1.29544 1.95387 0.973086 -0.204412
1.8878  1    -0.429795 1.61156 0.416868 1.74496 0.144693
7.39908  1    -1.22836 -1.11734 0.49625 -0.087706 2.88479
2.61551  1    0.431121 0.740383 0.395654 0.847562 1.73619
0.515638  1    -0.150456 0.391943 -0.313644 2.03751 -0.228037
1.33042  1    -1.78832 1.33715 -1.75904 0.552211 -0.331786
2.30832  1    0.6527 1.72027 1.95901 0.563914 2.00762
4.17431  1    -3.38464 -0.396979 -0.30367 0.80776 0.569672
1.11083  1    -0.158726 0.15651 -0.819975 0.379467 0.237503
2.55321  1    -1.37087 0.0299076 -0.41668 -0.420747 0.959044
7.61167  1    -0.823576 -0.0446267 -0.0719893 0.732097 2.62062
1.57483  1    0.843873 -0.950211 1.25568 3.10262 0.388637
2.51758  1    -1.35759 0.889554 2.03031 2.74519 -0.591007
2.14782  1    -1.14539 0.834993 1.16834 1.50671 0.128759
1.89141  1    0.57551 1.59587 0.0840994 0.624186 1.4528
0.658118  1    -0.351204 -1.63569 -1.75489 -0.960721 2.54849
0.0220517  1    -1.29562 -0.00224236 -0.288543 -0.872617 0.215987
0.0588769  1    -0.159284 -0.0254692 -1.08814 1.22949 0.274157
2.62838  1    0.13337 0.446886 -0.194117 1.71886 0.544425
0.918839  1    -1.39635 -0.413516 -1.18081 1.21077 -0.583016
2.45638  1    -0.498813 -0.670788 -0.00337428 1.56577 1.04845
2.48624  1    0.179471 2.82075 -0.100847 1.13187 1.42377
4.18602  1    0.0567214 1.18569 0.840062 0.586106 1.01433
1.51678  1    -1.48737 0.613968 -0.21236 -1.77459 0.859926
3.07847  1    0.276111 0.199442 0.24436 1.97448 1.30168
1.32336  1    -1.28365 -0.428239 0.279745 -0.490025 1.01131
2.3427  1    -1.31296 1.18653 0.743241 0.196389 0.345282
2.48518  1    1.01279 -0.225653 0.215135 0.554094 1.93349
0.663012  1    -0.642139 0.183243 0.562364 2.0871 0.221792
1.30316  1    -0.189537 -0.334281 0.63922 0.287381 0.683932
2.0412  1    -0.758971 1.18911 0.37632 -0.080597 0.62055
3.53302  1    -0.888483 0.208118 1.3336 0.472819 2.11319
5.64565  1    -1.14154 1.44838 1.26726 0.8865 0.856034
1.10532  1    -0.920214 -0.0388074 -0.143789 0.918957 0.555551
1.9119  1    -1.77166 -0.680387 1.65156 -0.0346462 0.419801
0.103105  1    0.234462 -0.334992 -1.03756 -0.461088 2.28072
2.05081  1    -2.39759 -1.1705 0.859631 -0.820538 0.681892
5.23524  1    0.0282097 1.96426 1.00529 2.10064 0.771244
6.30487  1    -1.03697 3.01095 0.842417 2.90627 -0.284745
2.85675  1    -0.340154 0.253661 -0.287107 0.841157 1.01044
2.09835  1    0.204787 2.30384 -1.11531 0.746516 0.620167
0.0277209  1    -1.1598 -1.53576 -0.485168 1.55944 0.559446
1.9642  1    -0.893997 1.58824 0.0185589 -0.786028 1.86865
1.11662  1    -0.782233 -2.10963 -0.0814481 0.54996 1.27843
3.81618  1    1.51886 1.51034 0.0922363 0.044332 2.58208
0.47502  1    -1.03063 0.552843 0.633986 0.533991 -0.633135
3.26966  1    0.00522455 0.216233 0.0951067 2.12073 1.12102
0.208879  1    0.410984 0.537326 0.334766 1.08985 0.916119
1.95351  1    -2.5338 -0.185509 -1.73179 0.170014 0.0167386
2.61886  1    -0.369565 1.57565 1.01193 0.935558 1.01427
0.918908  1    0.707551 0.802987 -0.937733 1.4714 1.31834
5.05367  1    -3.60121 -0.42572 0.271861 0.937286 0.243124
2.60955  1    -0.295504 -1.43927 0.69785 1.85945 0.855179
1.58244  1    -0.495116 0.115537 -0.406757 0.340565 0.677521
2.31612  1    0.136743 0.786784 0.754142 0.261933 1.99957
2.79272  1    -0.257752 0.742452 0.912051 1.5633 0.114951
1.45525  1    -1.43799 0.991166 -0.211027 0.943309 -0.259814
3.2088  1    -2.24999 -0.708996 0.970117 -0.137294 0.575349
7.34257  1    -0.411042 1.08044 -1.76873 1.89484 2.06054
3.19651  1    -1.01556 -1.5664 0.0640458 0.0408469 0.999347
1.11933  1    -1.23242 -1.53962 0.42756 1.05214 0.670197
4.22574  1    -1.23546 -0.15651 0.828551 0.58071 1.37148
2.77071  1    -0.987206 -0.817726 -0.0694248 1.33573 1.02557
4.61284  1    -0.842917 -0.0821585 0.750509 1.42299 1.29683
1.465  1    -0.817575 1.869 0.363026 1.54453 -0.113577
2.63281  1    0.00300672 0.501304 0.280151 0.951419 1.70647
6.4935  1    -1.23531 0.478585 0.209967 0.633037 2.01272
4.2023  1    -0.22999 1.63492 -2.78863 -1.15727 3.09038
1.18472  1    1.3469 2.31268 -0.0687405 0.746934 2.69739
2.10925  1    -1.04967 1.02106 -1.20701 0.73064 -0.109375
10.2959  1    -1.29034 2.36379 -0.181323 0.583504 2.43879
2.04886  1    -0.786839 1.04415 1.15987 -0.866774 2.44918
1.33871  1    0.231906 2.38609 -0.360773 2.36282 -0.238921
2.42682  1    -2.53653 0.860979 0.919777 1.41023 -0.827055
2.60671  1    -0.360204 -0.549245 0.588663 2.69512 0.436913
0.188568  1    -2.25296 0.73488 -0.90877 -0.355779 -0.259567
2.86948  1    -1.1895 1.31751 0.00784961 0.659318 -0.00846121
1.60311  1    0.152381 -0.0223762 -0.480472 0.494685 0.741422
6.29672  1    -1.33462 0.661024 0.519257 1.08372 0.73036
3.01812  1    -1.01383 0.952155 1.69074 -1.12029 2.62748
0.205441  1    -0.239492 1.09881 -0.35691 1.88414 -0.827215
0.297016  1    -0.574804 1.29401 -0.0311583 0.288502 0.579355
0.414168  1    -0.774159 0.0239938 -0.459072 0.292117 0.256592
2.49186  1    -0.449892 1.61274 0.0175537 0.168332 0.720129
1.01049  1    -1.77544 -1.70429 -1.3214 2.60263 -1.37286
6.14525  1    -0.439007 0.47008 -0.9822 0.758881 2.6532
0.168802  1    -1.33111 0.979831 0.570183 0.453256 -1.03998
5.77833  1    -0.937269 -0.277159 -1.02762 2.41868 1.15279
0.936578  1    1.40454 -0.52982 -1.51157 0.871303 2.08868
4.46328  1    -0.59882 0.923316 1.25741 0.288961 1.86382
4.3191  1    0.0246858 0.896855 0.468402 -1.27739 1.76998
1.10204  1    -0.757946 2.22101 -0.361117 0.216672 0.973813
0.377014  1    1.90965 1.18247 -0.340042 0.445642 1.99509
1.35682  1    -0.268569 1.2237 -0.216124 0.925394 -0.300016
3.2073  1    -0.474063 1.15914 1.1063 1.64003 0.6488
0.780076  1    -0.972161 0.0865137 -1.20053 0.651766 0.696875
1.41871  1    0.230493 -0.655627 -0.23575 1.80267 1.26408
2.59407  1    0.826486 1.76279 -1.25353 0.21417 1.59488
0.415425  1    0.128296 0.82418 0.586525 0.0186532 0.590493
3.77721  1    -0.198609 2.60727 0.351078 0.163666 1.11946
4.11992  1    -0.831969 -0.763556 0.136492 0.976735 1.5884
2.86054  1    -2.01465 0.296489 -0.978264 -0.388912 0.0630316
3.24417  1    -0.89631 2.1419 0.533167 1.75755 -1.27362
0.129737  1    0.0768583 1.08097 0.0375077 1.03134 0.0109668
1.65421  1    -3.24456 -1.58053 -0.028287 0.715939 -0.306622
5.85048  1    -1.09152 -0.0601564 -0.646688 -0.0310851 2.1957
0.370801  1    -0.0292085 -0.595015 0.143422 0.0181555 1.22601
4.25333  1    -2.45007 -1.32963 1.78657 0.715385 0.973077
3.16842  1    -2.27153 -1.89303 -0.135791 0.380377 1.17889
3.63903  1    -1.32457 0.332821 0.294062 0.936706 0.633108
0.146182  1    -0.501566 0.684287 -0.657554 0.978703 0.258393
0.286694  1    0.45732 0.542433 -0.0646671 0.00633467 1.15452
1.65428  1    -0.193821 0.0297915 -0.127422 2.50376 0.157469
2.17714  1    0.55689 2.57295 -0.349206 1.19177 0.468797
4.28141  1    0.970663 0.441616 -0.246551 1.43362 1.68799
0.691958  1    -0.536568 0.457989 0.51715 0.215621 0.878633
2.12167  1    0.516472 2.57231 -0.459969 0.27739 2.58425
0.755842  1    -1.24143 0.834447 -1.08286 0.259105 -0.237898
0.0783064  1    0.0973482 -1.02134 0.461756 0.250652 0.356246
0.184173  1    -0.921905 1.48335 1.05136 -0.0157009 1.00772
1.85159  1    -0.999449 0.0843798 -0.88734 0.197033 1.49964
5.31108  1    -2.37592 1.42989 1.13472 0.317617 1.53496
1.28771  1    -0.326145 -0.797339 -0.00685086 -0.722648 2.01625
0.722314  1    -0.816595 -0.0354863 -0.340059 0.0833707 0.587025
2.29037  1    -1.49589 -0.211499 -0.0958152 0.234597 0.0931017
0.209887  1    -0.737888 1.36521 0.566595 -0.555124 0.137132
3.02559  1    -0.619563 0.344804 0.62736 0.291676 1.77887
2.08174  1    -0.421314 2.17723 1.78469 1.22465 0.157334
2.24366  1    -0.909704 1.71034 0.323322 0.727892 0.636384
0.789439  1    -1.90866 -1.92046 0.853131 0.937492 0.73457
1.36311  1    0.0575085 -0.419268 0.277463 0.123299 0.859185
0.447243  1    -1.62132 0.46493 0.19427 -0.797407 -0.0877081
1.94509  1    -0.220575 0.0580813 -0.291346 -0.853092 1.35741
0.945095  1    -0.529526 -2.44412 -0.0243458 -1.2807 2.45465
0.0254498  1    -0.590835 -0.622952 -0.322643 0.260032 0.856359
0.885476  1    -0.853601 -0.906031 -0.241822 0.110206 0.919812
4.91616  1    -1.57496 0.22145 1.32428 1.11452 0.245091
1.44572  1    -0.135775 0.464053 -0.715043 2.43723 1.09523
3.46407  1    -1.58582 -0.283425 0.151072 0.629979 0.540527
3.3968  1    0.410922 1.08176 1.21003 1.28848 1.84829
3.4905  1    -0.658629 -0.0900296 -1.93861 0.410525 1.67835
1.62992  1    -0.401636 0.590852 -1.10341 -0.531361 1.62782
3.83238  1    0.704625 0.360173 1.1131 1.53765 1.39132
0.384432  1    0.7276 0.931001 0.365564 0.127901 0.937219
0.519708  1    -0.764905 0.200111 0.14587 1.1763 -0.558753
3.21472  1    -4.14792 -0.291984 0.3254 -0.478185 0.111801
1.12388  1    -0.217547 1.22137 0.924119 -0.519123 0.623181
2.20808  1    -0.226867 -1.46814 0.530621 1.18713 0.406106
5.46913  1    -0.432581 0.0345402 -0.307976 2.85866 0.581736
2.36917  1    0.0883609 0.416622 -1.56175 -0.461617 1.45525
0.804579  1    0.303012 -0.393979 -0.512185 1.32814 1.0095
3.42791  1    -1.21917 2.40217 -0.739115 0.371757 0.0772316
1.95733  1    0.988691 -0.362573 2.27795 1.75495 1.71241
1.15914  1    -0.337401 -0.136492 0.232414 1.41298 0.509411
0.266712  1    -2.21833 1.28158 0.288764 -0.612019 0.629178
4.7921  1    0.0957992 3.98254 -0.695077 0.844985 0.517855
2.16268  1    -1.16008 1.00719 1.11638 -0.76472 0.919692
0.102821  1    0.261765 0.326511 -0.65515 1.10836 -0.0260706
1.19281  1    0.364821 0.0850544 0.243023 1.31761 0.132893
3.34064  1    -2.13487 -0.0337473 -0.932386 1.85868 -0.673247
3.7708  1    -0.49179 1.13335 0.829707 1.46312 1.2409
1.52278  1    -1.15327 -1.98991 0.0690251 0.947819 1.61358
0.564849  1    0.46617 0.51465 1.18747 1.01373 0.653066
1.33061  1    -0.819913 1.70342 -1.02849 0.0426092 0.204781
1.81151  1    0.517567 0.599319 0.861512 0.515377 1.02247
0.068425  1    0.956079 1.58603 -0.79096 -0.328046 0.747708
0.530676  1    1.01234 -0.208573 0.46683 2.14088 1.15795
3.1072  1    -0.93311 1.12932 0.0424716 -0.60098 2.30197
1.01354  1    -0.957914 -0.361119 -0.397149 0.36378 0.634133
1.93471  1    -0.354017 0.914323 -1.96837 0.318204 1.30658
1.78777  1    -0.371864 1.24729 1.14657 0.0244118 2.39121
0.972981  1    -0.397955 0.359776 0.280239 0.612439 0.692676
1.2405  1    -1.63997 2.13643 1.04191 0.878983 -0.649546
2.18606  1    -0.847963 0.823612 -0.349549 1.09398 1.13435
1.61326  1    -0.788128 0.932888 0.350545 0.594168 0.903933
0.330626  1    -0.421125 1.05253 0.367404 0.217252 0.248072
2.19479  1    0.385815 1.14915 0.982976 0.938162 1.46515
2.6952  1    -1.11903 -1.11881 0.0117516 1.43753 1.12856
0.158516  1    -0.743836 -1.81162 -1.65284 1.24376 0.851863
0.0416921  1    0.890954 0.128801 0.419426 0.153673 1.13416
6.17846  1    -1.2746 0.436532 0.339692 1.59091 0.799932
5.59555  1    -1.87163 0.399843 0.133844 0.447721 1.30037
5.25393  1    -0.764961 0.595293 -0.505398 0.751985 1.41246
2.69699  1    -0.652807 -0.224454 -0.94357 0.54226 0.306618
9.61619  1    -0.437192 -0.118955 0.633423 1.37405 3.19103
0.309723  1    -2.49365 -1.30945 -0.333396 -0.715214 1.05994
0.729949  1    -1.46765 0.28061 -1.67298 0.616201 0.417742
4.29513  1    0.169963 -0.0220172 0.46336 0.250444 2.69126
0.00703736  1    -1.11051 0.282758 0.462439 -1.13403 0.68049
0.241924  1    0.343981 1.0387 -0.987588 0.385916 1.09448
1.31895  1    0.933993 0.89632 -0.337919 1.70048 -0.0920951
0.937188  1    -1.42964 -0.412376 0.274258 -0.728515 1.2483
6.04578  1    -1.05396 1.37472 0.682433 1.88136 1.0211
0.801831  1    -0.468204 0.338923 -1.50747 -0.655328 2.12559
1.48445  1    -0.526284 -0.41205 0.384138 1.1883 1.10051
1.70052  1    -2.32288 -0.700099 0.237103 0.00031454 0.572849
0.515329  1    0.260141 0.743447 0.786904 0.614611 0.75289
1.09638  1    -0.947559 0.842387 1.6283 -0.459412 1.55495
1.30869  1    0.217923 -0.0147445 -1.64539 0.826621 1.7046
4.03008  1    -1.00554 -0.251514 -0.000301963 2.36113 1.25948
0.727954  1    0.351157 -1.33323 -0.726011 0.274286 0.694798
2.06929  1    -0.379074 -0.487649 -1.13919 -0.0194188 1.66234
1.55362  1    -1.05522 0.459423 -1.25897 -1.07135 1.37687
2.27799  1    0.370646 2.32296 -0.306271 1.47742 0.496291
2.0954  1    -1.24043 -1.09179 1.79678 0.773971 1.14317
3.14874  1    -1.63857 1.2838 0.316048 3.12592 -0.78983
1.6215  1    -0.539954 -0.969049 -0.0709764 0.618532 1.53769
6.0074  1    -1.73132 1.74267 1.60775 0.611272 1.26625
1.91555  1    -0.697988 -0.42097 1.72137 1.61634 0.646202
0.379384  1    -1.48389 2.12869 0.664279 0.155541 0.281931
1.22572  1    -0.062838 -0.465084 -0.208073 1.64873 0.681862
1.61033  1    -1.40579 0.68318 0.579823 -0.545463 0.758766
0.106547  1    -1.61185 0.182462 -0.741816 -0.623462 1.55535
2.23276  1    -0.765183 0.381895 -0.148129 2.04798 -0.763515
2.28041  1    -0.684702 0.388598 -1.82284 -0.210231 1.51237
0.272923  1    0.177278 1.79584 0.827555 -0.87541 1.80771
4.86675  1    0.145152 0.0312355 -0.716553 1.83592 1.2546
10.8065  1    -2.51131 -0.543538 0.293545 1.35194 1.90038
1.32739  1    0.504217 -0.533275 0.870431 -0.400508 1.99284
2.73722  1    -2.54978 -0.226158 -0.416206 -0.982803 0.882541
1.68062  1    -1.81785 0.12419 -1.14995 1.45001 0.0460643
7.11924  1    0.197458 1.38383 0.575483 1.75003 1.05925
2.14406  1    -1.02082 0.405279 -0.18464 0.159397 0.821579
1.49363  1    -0.665523 -0.956936 0.251464 1.86632 0.226811
1.31856  1    0.684762 0.742859 -0.503875 0.924247 0.52862
0.192926  1    -0.27607 0.0442022 0.39183 -1.41662 1.97952
3.46376  1    -2.52647 0.351012 1.24762 0.865542 0.590303
0.374721  1    -1.03604 2.64167 2.84836 -1.07941 -0.107277
0.43361  1    -0.984081 1.08974 0.266788 -0.0269348 0.671968
3.83491  1    -0.69361 -0.55937 -1.60249 0.987576 1.31958
1.14564  1    -0.48566 0.557958 -0.322883 0.849249 0.625076
2.73586  1    1.14924 2.04723 1.08709 -0.934185 2.56338
1.9723  1    -0.327771 0.929998 0.237288 2.31024 0.36594
0.325216  1    1.03182 -0.345048 1.21624 0.271566 2.04739
3.39631  1    -1.40986 2.82299 -1.30801 1.01118 0.751994
1.61305  1    1.13406 0.874688 0.447954 0.474773 1.80877
5.37925  1    0.0936581 -0.783464 -1.03384 -0.127577 3.42448
1.63473  1    -1.50252 0.295975 0.908062 -0.616502 1.01886
2.9719  1    0.248594 0.619423 0.536285 0.899962 1.94842
0.0588673  1    -0.455914 1.57509 0.169595 0.452484 0.519244
4.57911  1    -3.161 -1.91409 -1.52052 -0.30004 0.544723
8.67256  1    -1.47401 0.373242 -0.464442 1.31614 2.00437
0.568353  1    0.124352 1.28925 -2.24216 0.0471816 0.330704
4.01188  1    0.65289 -1.03258 -1.13118 0.715009 2.27525
1.98627  1    -1.41136 -0.937198 -0.691851 0.140018 0.807015
0.165983  1    -0.887486 0.738746 2.329 -0.401291 1.24547
2.44416  1    -0.659411 -1.48435 -0.309284 0.920668 0.557905
0.946737  1    -0.453275 1.23807 -0.265993 1.90521 0.489201
0.976473  1    -0.709649 -0.294461 -0.618075 0.497484 0.560657
2.15529  1    -0.490683 0.0754091 -0.0592354 1.4337 0.790297
0.186019  1    -0.335502 1.56538 -1.21754 -0.912194 1.46629
8.97682  1    -2.3025 0.835913 -0.160201 1.31143 1.97133
0.227295  1    -0.401904 -0.323636 1.39972 0.349904 0.151437
0.943147  1    -0.243207 2.03147 -0.862694 0.724217 -0.301972
5.65097  1    0.187703 -0.0810219 -0.974493 2.27967 1.36378
5.58614  1    -1.04222 0.0501804 -0.172305 -0.0876692 0.253336
1.74854  1    -0.91672 0.244213 -0.244938 2.08031 0.442707
0.544119  1    -2.72709 -0.413332 -0.945826 1.6632 -0.958009
2.85465  1    0.130925 0.25884 0.811005 0.895434 1.45104
7.28754  1    -0.806118 -0.11833 0.105649 1.94351 2.9241
6.52435  1    -0.941058 0.71939 -2.01511 0.266919 2.63261
3.21156  1    -1.26099 -1.14749 -1.38848 -0.324943 1.01504
1.32288  1    -0.528191 -0.401279 -0.986763 0.705445 1.50002
0.0144735  1    0.966823 -1.84473 -1.41987 1.9119 2.31883
2.3455  1    -1.62718 0.65433 -0.592872 2.01982 -0.491296
0.067828  1    -1.51271 0.702208 0.95239 0.0580522 0.165148
0.12439  1    -1.59887 0.664439 -0.042922 0.286717 1.03826
0.932609  1    0.876573 -0.832549 -1.36304 1.74905 1.3047
0.0741002  1    -2.61915 -1.48415 0.428258 -0.162478 0.150915
3.92899  1    -0.997163 0.940873 -0.777432 1.79391 0.69771
4.72923  1    -0.837697 -1.97643 -0.998742 0.811712 2.41828
1.53277  1    -0.64092 0.665755 -0.0375776 0.321195 0.976844
0.540759  1    -0.422131 1.68632 1.30412 1.68842 -0.53419
0.372413  1    0.219045 0.554783 -0.570859 0.0600175 2.11114
1.46509  1    -0.32787 2.08354 0.997224 1.47892 0.094738
2.68764  1    -0.759402 2.89322 -0.357027 -0.0545232 -0.0533358
1.16072  1    -0.353025 0.442254 -0.777947 -0.597431 1.73549
0.576114  1    -0.662713 0.0257096 -1.01179 1.00947 1.1312
1.25167  1    -0.319662 1.34856 1.44295 1.29375 -0.131365
3.91422  1    -0.679243 -0.334104 0.168979 3.41315 1.18119
1.61178  1    -0.689136 1.10647 0.116059 -0.876461 1.35224
4.97586  1    -0.514923 0.698156 -0.475373 1.7673 0.495781
3.87232  1    -0.374403 1.31264 0.203619 1.29939 1.72632
1.04549  1    -1.74107 -0.699845 1.1723 0.309829 0.765038
0.0557901  1    -0.581681 1.26999 0.657471 1.00828 0.411678
9.38828  1    -1.32533 0.319898 1.31621 0.0558451 2.50085
1.77828  1    -1.17458 0.968605 -0.393432 0.828819 -0.434345
5.73274  1    0.540933 -0.16676 2.13105 0.145489 2.54485
0.913549  1    1.20384 -0.707273 0.263523 2.39691 1.37193
7.45608  1    0.126794 -0.441138 1.93843 1.36053 2.67786
2.17582  1    -0.410444 0.610581 -1.519 0.631008 1.2675
4.40461  1    -0.905514 1.24556 0.0319412 1.61139 1.37062
1.22785  1    -2.33391 -0.704436 -0.824718 -0.246807 1.12199
0.587088  1    0.423766 -0.204086 -0.744849 1.1111 0.569294
2.03981  1    1.31892 1.77979 0.463308 2.08074 0.421408
1.66122  1    -0.23717 -0.176424 0.388584 -0.568038 3.28898
0.482401  1    0.198761 -0.0326689 1.15035 2.71828 0.0281771
2.09958  1    -1.60692 0.474134 0.120157 0.737314 0.0469606
0.306094  1    0.846828 -0.0627291 0.750018 0.431645 0.719422
0.2517  1    -1.59265 1.20543 -0.40184 -2.47028 1.80064
1.14069  1    -1.05255 1.24137 -0.107615 1.57452 1.23672
0.412845  1    -1.04279 1.45042 -0.199953 0.811848 0.910228
0.926273  1    1.16961 0.039903 -2.74998 2.20675 1.5193
3.94652  1    -1.37235 -0.176529 0.888063 2.01334 -0.238832
0.683034  1    0.683848 0.0108755 -0.899205 0.691916 1.13672
3.24094  1    -0.274226 1.4445 0.880927 1.97942 -0.461826
1.63756  1    0.171692 0.122061 -0.387414 0.16405 1.4892
0.256828  1    -1.38527 1.43247 2.30137 0.0836573 -0.23468
2.32563  1    0.0256701 0.520292 -0.176978 1.39849 1.67838
8.66633  1    -0.993837 0.198726 -0.517287 2.27999 0.93676
8.16063  1    -1.1743 0.619876 0.86043 1.57092 2.05233
0.72398  1    1.07516 -0.685396 -0.298516 2.55023 1.86575
0.307576  1    0.734433 -0.34334 0.763451 2.19319 0.515234
1.28378  1    0.66152 -0.593989 0.292977 1.09706 0.642778
1.30357  1    -0.74413 -0.713787 -0.266342 0.572078 0.618376
2.37532  1    -1.23319 0.399687 0.472884 -0.470023 1.0912
3.16089  1    -0.423072 -0.439013 -0.83721 0.841352 1.12798
2.08014  1    -0.489092 1.01098 -1.11351 -0.820635 0.857185
0.063456  1    -0.483462 0.22807 0.912234 -0.728117 1.52916
0.0149214  1    0.603294 -0.328318 -0.0943061 1.10157 1.29904
3.08594  1    -0.757381 -0.244402 1.32692 0.401292 1.77897
4.651  1    -1.2186 0.0177352 0.0576377 0.423969 1.8382
1.29282  1    -1.21717 2.05059 2.09584 0.0435526 1.04831
0.0190585  1    -0.444973 -1.1789 -0.646676 -0.396731 1.51027
0.434476  1    1.33827 -0.252577 -0.319901 1.91267 1.635
4.37652  1    -0.715891 -0.316813 -2.05082 -1.32073 2.81801
1.39123  1    -0.586261 -0.359576 -0.410927 0.475696 0.62738
5.89814  1    -0.275775 0.0566085 -0.00844409 1.59404 2.0644
0.348166  1    -1.11211 1.8782 1.21232 1.08696 -0.152654
1.02442  1    0.873395 0.719976 0.198819 -0.397793 1.71566
10.6981  1    -2.60851 -0.103075 -0.992991 2.74949 0.50274
2.32909  1    -1.74788 0.355794 -1.89726 2.71671 -0.549014
